id,tarih,ürün,ürün besin değeri,ürün kategorisi,ürün üretim yeri,market,şehir
43376,2021-12-01,Bamya,42,sebze ve bakliyat,Yurt dışı,C,D
43377,2021-12-01,Barbunya-kuru,346,sebze ve bakliyat,Yurt dışı,C,D
43378,2021-12-01,Bezelye-taze,47,sebze ve bakliyat,Yurt dışı,C,D
43379,2021-12-01,Biber-yeşil,25,sebze ve bakliyat,Yurt dışı,C,D
43380,2021-12-01,Brüksel laha.,47,sebze ve bakliyat,Yurt dışı,C,D
43381,2021-12-01,Domates,25,sebze ve bakliyat,Yurt dışı,C,D
43382,2021-12-01,Enginar,63,sebze ve bakliyat,Yurt dışı,C,D
43383,2021-12-01,Fasulye-kuru,333,sebze ve bakliyat,Yurt dışı,C,D
43384,2021-12-01,Fasulye-taze,35,sebze ve bakliyat,Yurt dışı,C,D
43385,2021-12-01,Havuç,42,sebze ve bakliyat,Yurt dışı,C,D
43386,2021-12-01,Salatalık,8,sebze ve bakliyat,Yurt dışı,C,D
43387,2021-12-01,Ispanak,25,sebze ve bakliyat,Yurt dışı,C,D
43388,2021-12-01,Kabak,19,sebze ve bakliyat,Yurt dışı,C,D
43389,2021-12-01,Karnabahar,25,sebze ve bakliyat,Yurt dışı,C,D
43390,2021-12-01,Kereviz-baş,38,sebze ve bakliyat,Yurt dışı,C,D
43391,2021-12-01,Kırmızı-pancar,42,sebze ve bakliyat,Yurt dışı,C,D
43392,2021-12-01,Lahana,24,sebze ve bakliyat,Yurt dışı,C,D
43393,2021-12-01,Mantar,16,sebze ve bakliyat,Yurt dışı,C,D
43394,2021-12-01,Marul,15,sebze ve bakliyat,Yurt dışı,C,D
43395,2021-12-01,Mercimek-kuru,351,sebze ve bakliyat,Yurt dışı,C,D
43396,2021-12-01,Nohut,376,sebze ve bakliyat,Yurt dışı,C,D
43397,2021-12-01,Pancar,42,sebze ve bakliyat,Yurt dışı,C,D
43398,2021-12-01,Patates,83,sebze ve bakliyat,Yurt dışı,C,D
43399,2021-12-01,Patlıcan,24,sebze ve bakliyat,Yurt dışı,C,D
43400,2021-12-01,Pazı,27,sebze ve bakliyat,Yurt dışı,C,D
43401,2021-12-01,Pırasa,52,sebze ve bakliyat,Yurt dışı,C,D
43402,2021-12-01,Semizotu,32,sebze ve bakliyat,Yurt dışı,C,D
43403,2021-12-01,Buğday ekmeği,247,tahıl ve ürünleri,Yurt dışı,C,D
43404,2021-12-01,Bulgur,350,tahıl ve ürünleri,Yurt dışı,C,D
43405,2021-12-01,Erişte,390,tahıl ve ürünleri,Yurt dışı,C,D
43406,2021-12-01,Makarna,390,tahıl ve ürünleri,Yurt dışı,C,D
43407,2021-12-01,Mısır,351,tahıl ve ürünleri,Yurt dışı,C,D
43408,2021-12-01,Mısır unu,353,tahıl ve ürünleri,Yurt dışı,C,D
43409,2021-12-01,Nişasta,353,tahıl ve ürünleri,Yurt dışı,C,D
43410,2021-12-01,Pilav,368,tahıl ve ürünleri,Yurt dışı,C,D
43411,2021-12-01,Pirinç unu,353,tahıl ve ürünleri,Yurt dışı,C,D
43412,2021-12-01,Şehriye,390,tahıl ve ürünleri,Yurt dışı,C,D
43413,2021-12-01,Tarhana,329,tahıl ve ürünleri,Yurt dışı,C,D
43414,2021-12-01,Yulaf unu,402,tahıl ve ürünleri,Yurt dışı,C,D
43415,2021-12-01,yumurta,100,süt ürünleri ve kahvaltılık,Yurt dışı,C,D
43416,2021-12-01,beyaz peynir,150,süt ürünleri ve kahvaltılık,Yurt dışı,C,D
43417,2021-12-01,Kaşar peyniri,170,süt ürünleri ve kahvaltılık,Yurt dışı,C,D
43418,2021-12-01,krema,200,süt ürünleri ve kahvaltılık,Yurt dışı,C,D
43419,2021-12-01,yoğurt,90,süt ürünleri ve kahvaltılık,Yurt dışı,C,D
43420,2021-12-01,sucuk,125,süt ürünleri ve kahvaltılık,Yurt dışı,C,D
43421,2021-12-01,salam,125,süt ürünleri ve kahvaltılık,Yurt dışı,C,D
43422,2021-12-01,sosis,120,süt ürünleri ve kahvaltılık,Yurt dışı,C,D
43423,2021-12-01,tam buğday ekmek,250,süt ürünleri ve kahvaltılık,Yurt dışı,C,D
43424,2021-12-01,kaymak,350,süt ürünleri ve kahvaltılık,Yurt dışı,C,D
43425,2021-12-01,bal,400,süt ürünleri ve kahvaltılık,Yurt dışı,C,D
43426,2021-12-01,tereyağ,375,süt ürünleri ve kahvaltılık,Yurt dışı,C,D
43427,2021-12-01,Armut,57,meyve,Yurt dışı,C,D
43428,2021-12-01,Çilek,39,meyve,Yurt dışı,C,D
43429,2021-12-01,Elma,52,meyve,Yurt dışı,C,D
43430,2021-12-01,Erik türleri,60,meyve,Yurt dışı,C,D
43431,2021-12-01,İncir,80,meyve,Yurt dışı,C,D
43432,2021-12-01,Karadut,93,meyve,Yurt dışı,C,D
43433,2021-12-01,Karpuz,24,meyve,Yurt dışı,C,D
43434,2021-12-01,Kavun,28,meyve,Yurt dışı,C,D
43435,2021-12-01,Kayısı,54,meyve,Yurt dışı,C,D
43436,2021-12-01,Kiraz,79,meyve,Yurt dışı,C,D
43437,2021-12-01,Limon,17,meyve,Yurt dışı,C,D
43438,2021-12-01,Mandalina,36,meyve,Yurt dışı,C,D
43439,2021-12-01,Muz,90,meyve,Yurt dışı,C,D
43440,2021-12-01,Nar,77,meyve,Yurt dışı,C,D
43441,2021-12-01,Portakal,41,meyve,Yurt dışı,C,D
43442,2021-12-01,Şeftali,49,meyve,Yurt dışı,C,D
43443,2021-12-01,Üzüm,74,meyve,Yurt dışı,C,D
43444,2021-12-01,Vişne,57,meyve,Yurt dışı,C,D
43445,2021-12-01,fındık,110,kuruyemiş,Yurt dışı,C,D
43446,2021-12-01,fıstık,115,kuruyemiş,Yurt dışı,C,D
43447,2021-12-01,kaju,100,kuruyemiş,Yurt dışı,C,D
43448,2021-12-01,badem,110,kuruyemiş,Yurt dışı,C,D
43449,2021-12-01,ceviz,120,kuruyemiş,Yurt dışı,C,D
43450,2021-12-01,kıyma,120,et,Yurt içi,B,D
43451,2021-12-01,tavuk,103,et,Yurt içi,B,D
43452,2021-12-01,hindi,160,et,Yurt içi,B,D
43453,2021-12-01,Bakla-kuru,354,sebze ve bakliyat,Yurt içi,B,D
43454,2021-12-01,Bakla-taze,72,sebze ve bakliyat,Yurt içi,B,D
43455,2021-12-01,Bamya,42,sebze ve bakliyat,Yurt içi,B,D
43456,2021-12-01,Barbunya-kuru,346,sebze ve bakliyat,Yurt içi,B,D
43457,2021-12-01,Bezelye-taze,47,sebze ve bakliyat,Yurt içi,B,D
43458,2021-12-01,Biber-yeşil,25,sebze ve bakliyat,Yurt içi,B,D
43459,2021-12-01,Brüksel laha.,47,sebze ve bakliyat,Yurt içi,B,D
43460,2021-12-01,Domates,25,sebze ve bakliyat,Yurt içi,B,D
43461,2021-12-01,Enginar,63,sebze ve bakliyat,Yurt içi,B,D
43462,2021-12-01,Fasulye-kuru,333,sebze ve bakliyat,Yurt içi,B,D
43463,2021-12-01,Fasulye-taze,35,sebze ve bakliyat,Yurt içi,B,D
43464,2021-12-01,Havuç,42,sebze ve bakliyat,Yurt içi,B,D
43465,2021-12-01,Salatalık,8,sebze ve bakliyat,Yurt içi,B,D
43466,2021-12-01,Ispanak,25,sebze ve bakliyat,Yurt içi,B,D
43467,2021-12-01,Kabak,19,sebze ve bakliyat,Yurt içi,B,D
43468,2021-12-01,Karnabahar,25,sebze ve bakliyat,Yurt içi,B,D
43469,2021-12-01,Kereviz-baş,38,sebze ve bakliyat,Yurt içi,B,D
43470,2021-12-01,Kırmızı-pancar,42,sebze ve bakliyat,Yurt içi,B,D
43471,2021-12-01,Lahana,24,sebze ve bakliyat,Yurt içi,B,D
43472,2021-12-01,Mantar,16,sebze ve bakliyat,Yurt içi,B,D
43473,2021-12-01,Marul,15,sebze ve bakliyat,Yurt içi,B,D
43474,2021-12-01,Mercimek-kuru,351,sebze ve bakliyat,Yurt içi,B,D
43475,2021-12-01,Nohut,376,sebze ve bakliyat,Yurt içi,B,D
43476,2021-12-01,Pancar,42,sebze ve bakliyat,Yurt içi,B,D
43477,2021-12-01,Patates,83,sebze ve bakliyat,Yurt içi,B,D
43478,2021-12-01,Patlıcan,24,sebze ve bakliyat,Yurt içi,B,D
43479,2021-12-01,Pazı,27,sebze ve bakliyat,Yurt içi,B,D
43480,2021-12-01,Pırasa,52,sebze ve bakliyat,Yurt içi,B,D
43481,2021-12-01,Semizotu,32,sebze ve bakliyat,Yurt içi,B,D
43482,2021-12-01,Buğday ekmeği,247,tahıl ve ürünleri,Yurt içi,B,D
43483,2021-12-01,Bulgur,350,tahıl ve ürünleri,Yurt içi,B,D
43484,2021-12-01,Erişte,390,tahıl ve ürünleri,Yurt içi,B,D
43485,2021-12-01,Makarna,390,tahıl ve ürünleri,Yurt içi,B,D
43486,2021-12-01,Mısır,351,tahıl ve ürünleri,Yurt içi,B,D
43487,2021-12-01,Mısır unu,353,tahıl ve ürünleri,Yurt içi,B,D
43488,2021-12-01,Nişasta,353,tahıl ve ürünleri,Yurt içi,B,D
43489,2021-12-01,Pilav,368,tahıl ve ürünleri,Yurt içi,B,D
43490,2021-12-01,Pirinç unu,353,tahıl ve ürünleri,Yurt içi,B,D
43491,2021-12-01,Şehriye,390,tahıl ve ürünleri,Yurt içi,B,D
43492,2021-12-01,Tarhana,329,tahıl ve ürünleri,Yurt içi,B,D
43493,2021-12-01,Yulaf unu,402,tahıl ve ürünleri,Yurt içi,B,D
43494,2021-12-01,yumurta,100,süt ürünleri ve kahvaltılık,Yurt içi,B,D
43495,2021-12-01,beyaz peynir,150,süt ürünleri ve kahvaltılık,Yurt içi,B,D
43496,2021-12-01,Kaşar peyniri,170,süt ürünleri ve kahvaltılık,Yurt içi,B,D
43497,2021-12-01,krema,200,süt ürünleri ve kahvaltılık,Yurt içi,B,D
43498,2021-12-01,yoğurt,90,süt ürünleri ve kahvaltılık,Yurt içi,B,D
43499,2021-12-01,sucuk,125,süt ürünleri ve kahvaltılık,Yurt içi,B,D
43500,2021-12-01,salam,125,süt ürünleri ve kahvaltılık,Yurt içi,B,D
43501,2021-12-01,sosis,120,süt ürünleri ve kahvaltılık,Yurt içi,B,D
43502,2021-12-01,tam buğday ekmek,250,süt ürünleri ve kahvaltılık,Yurt içi,B,D
43503,2021-12-01,kaymak,350,süt ürünleri ve kahvaltılık,Yurt içi,B,D
43504,2021-12-01,bal,400,süt ürünleri ve kahvaltılık,Yurt içi,B,D
43505,2021-12-01,tereyağ,375,süt ürünleri ve kahvaltılık,Yurt içi,B,D
43506,2021-12-01,Armut,57,meyve,Yurt içi,B,D
43507,2021-12-01,Çilek,39,meyve,Yurt içi,B,D
43508,2021-12-01,Elma,52,meyve,Yurt içi,B,D
43509,2021-12-01,Erik türleri,60,meyve,Yurt içi,B,D
43510,2021-12-01,İncir,80,meyve,Yurt içi,B,D
43511,2021-12-01,Karadut,93,meyve,Yurt içi,B,D
43512,2021-12-01,Karpuz,24,meyve,Yurt içi,B,D
43513,2021-12-01,Kavun,28,meyve,Yurt içi,B,D
43514,2021-12-01,Kayısı,54,meyve,Yurt içi,B,D
43515,2021-12-01,Kiraz,79,meyve,Yurt içi,B,D
43516,2021-12-01,Limon,17,meyve,Yurt içi,B,D
43517,2021-12-01,Mandalina,36,meyve,Yurt içi,B,D
43518,2021-12-01,Muz,90,meyve,Yurt içi,B,D
43519,2021-12-01,Nar,77,meyve,Yurt içi,B,D
43520,2021-12-01,Portakal,41,meyve,Yurt içi,B,D
43521,2021-12-01,Şeftali,49,meyve,Yurt içi,B,D
43522,2021-12-01,Üzüm,74,meyve,Yurt içi,B,D
43523,2021-12-01,Vişne,57,meyve,Yurt içi,B,D
43524,2021-12-01,fındık,110,kuruyemiş,Yurt içi,B,D
43525,2021-12-01,fıstık,115,kuruyemiş,Yurt içi,B,D
43526,2021-12-01,kaju,100,kuruyemiş,Yurt içi,B,D
43527,2021-12-01,badem,110,kuruyemiş,Yurt içi,B,D
43528,2021-12-01,ceviz,120,kuruyemiş,Yurt içi,B,D
43529,2021-12-01,kıyma,120,et,Yurt dışı,B,D
43530,2021-12-01,tavuk,103,et,Yurt dışı,B,D
43531,2021-12-01,hindi,160,et,Yurt dışı,B,D
43532,2021-12-01,Bakla-kuru,354,sebze ve bakliyat,Yurt dışı,B,D
43533,2021-12-01,Bakla-taze,72,sebze ve bakliyat,Yurt dışı,B,D
43534,2021-12-01,Bamya,42,sebze ve bakliyat,Yurt dışı,B,D
43535,2021-12-01,Barbunya-kuru,346,sebze ve bakliyat,Yurt dışı,B,D
43536,2021-12-01,Bezelye-taze,47,sebze ve bakliyat,Yurt dışı,B,D
43537,2021-12-01,Biber-yeşil,25,sebze ve bakliyat,Yurt dışı,B,D
43538,2021-12-01,Brüksel laha.,47,sebze ve bakliyat,Yurt dışı,B,D
43539,2021-12-01,Domates,25,sebze ve bakliyat,Yurt dışı,B,D
43540,2021-12-01,Enginar,63,sebze ve bakliyat,Yurt dışı,B,D
43541,2021-12-01,Fasulye-kuru,333,sebze ve bakliyat,Yurt dışı,B,D
43542,2021-12-01,Fasulye-taze,35,sebze ve bakliyat,Yurt dışı,B,D
43543,2021-12-01,Havuç,42,sebze ve bakliyat,Yurt dışı,B,D
43544,2021-12-01,Salatalık,8,sebze ve bakliyat,Yurt dışı,B,D
43545,2021-12-01,Ispanak,25,sebze ve bakliyat,Yurt dışı,B,D
43546,2021-12-01,Kabak,19,sebze ve bakliyat,Yurt dışı,B,D
43547,2021-12-01,Karnabahar,25,sebze ve bakliyat,Yurt dışı,B,D
43548,2021-12-01,Kereviz-baş,38,sebze ve bakliyat,Yurt dışı,B,D
43549,2021-12-01,Kırmızı-pancar,42,sebze ve bakliyat,Yurt dışı,B,D
43550,2021-12-01,Lahana,24,sebze ve bakliyat,Yurt dışı,B,D
43551,2021-12-01,Mantar,16,sebze ve bakliyat,Yurt dışı,B,D
43552,2021-12-01,Marul,15,sebze ve bakliyat,Yurt dışı,B,D
43553,2021-12-01,Mercimek-kuru,351,sebze ve bakliyat,Yurt dışı,B,D
43554,2021-12-01,Nohut,376,sebze ve bakliyat,Yurt dışı,B,D
43555,2021-12-01,Pancar,42,sebze ve bakliyat,Yurt dışı,B,D
43556,2021-12-01,Patates,83,sebze ve bakliyat,Yurt dışı,B,D
43557,2021-12-01,Patlıcan,24,sebze ve bakliyat,Yurt dışı,B,D
43558,2021-12-01,Pazı,27,sebze ve bakliyat,Yurt dışı,B,D
43559,2021-12-01,Pırasa,52,sebze ve bakliyat,Yurt dışı,B,D
43560,2021-12-01,Semizotu,32,sebze ve bakliyat,Yurt dışı,B,D
43561,2021-12-01,Buğday ekmeği,247,tahıl ve ürünleri,Yurt dışı,B,D
43562,2021-12-01,Bulgur,350,tahıl ve ürünleri,Yurt dışı,B,D
43563,2021-12-01,Erişte,390,tahıl ve ürünleri,Yurt dışı,B,D
43564,2021-12-01,Makarna,390,tahıl ve ürünleri,Yurt dışı,B,D
43565,2021-12-01,Mısır,351,tahıl ve ürünleri,Yurt dışı,B,D
43566,2021-12-01,Mısır unu,353,tahıl ve ürünleri,Yurt dışı,B,D
43567,2021-12-01,Nişasta,353,tahıl ve ürünleri,Yurt dışı,B,D
43568,2021-12-01,Pilav,368,tahıl ve ürünleri,Yurt dışı,B,D
43569,2021-12-01,Pirinç unu,353,tahıl ve ürünleri,Yurt dışı,B,D
43570,2021-12-01,Şehriye,390,tahıl ve ürünleri,Yurt dışı,B,D
43571,2021-12-01,Tarhana,329,tahıl ve ürünleri,Yurt dışı,B,D
43572,2021-12-01,Yulaf unu,402,tahıl ve ürünleri,Yurt dışı,B,D
43573,2021-12-01,yumurta,100,süt ürünleri ve kahvaltılık,Yurt dışı,B,D
43574,2021-12-01,beyaz peynir,150,süt ürünleri ve kahvaltılık,Yurt dışı,B,D
43575,2021-12-01,Kaşar peyniri,170,süt ürünleri ve kahvaltılık,Yurt dışı,B,D
43576,2021-12-01,krema,200,süt ürünleri ve kahvaltılık,Yurt dışı,B,D
43577,2021-12-01,yoğurt,90,süt ürünleri ve kahvaltılık,Yurt dışı,B,D
43578,2021-12-01,sucuk,125,süt ürünleri ve kahvaltılık,Yurt dışı,B,D
43579,2021-12-01,salam,125,süt ürünleri ve kahvaltılık,Yurt dışı,B,D
43580,2021-12-01,sosis,120,süt ürünleri ve kahvaltılık,Yurt dışı,B,D
43581,2021-12-01,tam buğday ekmek,250,süt ürünleri ve kahvaltılık,Yurt dışı,B,D
43582,2021-12-01,kaymak,350,süt ürünleri ve kahvaltılık,Yurt dışı,B,D
43583,2021-12-01,bal,400,süt ürünleri ve kahvaltılık,Yurt dışı,B,D
43584,2021-12-01,tereyağ,375,süt ürünleri ve kahvaltılık,Yurt dışı,B,D
43585,2021-12-01,Armut,57,meyve,Yurt dışı,B,D
43586,2021-12-01,Çilek,39,meyve,Yurt dışı,B,D
43587,2021-12-01,Elma,52,meyve,Yurt dışı,B,D
43588,2021-12-01,Erik türleri,60,meyve,Yurt dışı,B,D
43589,2021-12-01,İncir,80,meyve,Yurt dışı,B,D
43590,2021-12-01,Karadut,93,meyve,Yurt dışı,B,D
43591,2021-12-01,Karpuz,24,meyve,Yurt dışı,B,D
43592,2021-12-01,Kavun,28,meyve,Yurt dışı,B,D
43593,2021-12-01,Kayısı,54,meyve,Yurt dışı,B,D
43594,2021-12-01,Kiraz,79,meyve,Yurt dışı,B,D
43595,2021-12-01,Limon,17,meyve,Yurt dışı,B,D
43596,2021-12-01,Mandalina,36,meyve,Yurt dışı,B,D
43597,2021-12-01,Muz,90,meyve,Yurt dışı,B,D
43598,2021-12-01,Nar,77,meyve,Yurt dışı,B,D
43599,2021-12-01,Portakal,41,meyve,Yurt dışı,B,D
43600,2021-12-01,Şeftali,49,meyve,Yurt dışı,B,D
43601,2021-12-01,Üzüm,74,meyve,Yurt dışı,B,D
43602,2021-12-01,Vişne,57,meyve,Yurt dışı,B,D
43603,2021-12-01,fındık,110,kuruyemiş,Yurt dışı,B,D
43604,2021-12-01,fıstık,115,kuruyemiş,Yurt dışı,B,D
43605,2021-12-01,kaju,100,kuruyemiş,Yurt dışı,B,D
43606,2021-12-01,badem,110,kuruyemiş,Yurt dışı,B,D
43607,2021-12-01,ceviz,120,kuruyemiş,Yurt dışı,B,D
43608,2021-12-01,kıyma,120,et,Yurt içi,M,E
43609,2021-12-01,tavuk,103,et,Yurt içi,M,E
43610,2021-12-01,hindi,160,et,Yurt içi,M,E
43611,2021-12-01,Bakla-kuru,354,sebze ve bakliyat,Yurt içi,M,E
43612,2021-12-01,Bakla-taze,72,sebze ve bakliyat,Yurt içi,M,E
43613,2021-12-01,Bamya,42,sebze ve bakliyat,Yurt içi,M,E
43614,2021-12-01,Barbunya-kuru,346,sebze ve bakliyat,Yurt içi,M,E
43615,2021-12-01,Bezelye-taze,47,sebze ve bakliyat,Yurt içi,M,E
43616,2021-12-01,Biber-yeşil,25,sebze ve bakliyat,Yurt içi,M,E
43617,2021-12-01,Brüksel laha.,47,sebze ve bakliyat,Yurt içi,M,E
43618,2021-12-01,Domates,25,sebze ve bakliyat,Yurt içi,M,E
43619,2021-12-01,Enginar,63,sebze ve bakliyat,Yurt içi,M,E
43620,2021-12-01,Fasulye-kuru,333,sebze ve bakliyat,Yurt içi,M,E
43621,2021-12-01,Fasulye-taze,35,sebze ve bakliyat,Yurt içi,M,E
43622,2021-12-01,Havuç,42,sebze ve bakliyat,Yurt içi,M,E
43623,2021-12-01,Salatalık,8,sebze ve bakliyat,Yurt içi,M,E
43624,2021-12-01,Ispanak,25,sebze ve bakliyat,Yurt içi,M,E
43625,2021-12-01,Kabak,19,sebze ve bakliyat,Yurt içi,M,E
43626,2021-12-01,Karnabahar,25,sebze ve bakliyat,Yurt içi,M,E
43627,2021-12-01,Kereviz-baş,38,sebze ve bakliyat,Yurt içi,M,E
43628,2021-12-01,Kırmızı-pancar,42,sebze ve bakliyat,Yurt içi,M,E
43629,2021-12-01,Lahana,24,sebze ve bakliyat,Yurt içi,M,E
43630,2021-12-01,Mantar,16,sebze ve bakliyat,Yurt içi,M,E
43631,2021-12-01,Marul,15,sebze ve bakliyat,Yurt içi,M,E
43632,2021-12-01,Mercimek-kuru,351,sebze ve bakliyat,Yurt içi,M,E
43633,2021-12-01,Nohut,376,sebze ve bakliyat,Yurt içi,M,E
43634,2021-12-01,Pancar,42,sebze ve bakliyat,Yurt içi,M,E
43635,2021-12-01,Patates,83,sebze ve bakliyat,Yurt içi,M,E
43636,2021-12-01,Patlıcan,24,sebze ve bakliyat,Yurt içi,M,E
43637,2021-12-01,Pazı,27,sebze ve bakliyat,Yurt içi,M,E
43638,2021-12-01,Pırasa,52,sebze ve bakliyat,Yurt içi,M,E
43639,2021-12-01,Semizotu,32,sebze ve bakliyat,Yurt içi,M,E
43640,2021-12-01,Buğday ekmeği,247,tahıl ve ürünleri,Yurt içi,M,E
43641,2021-12-01,Bulgur,350,tahıl ve ürünleri,Yurt içi,M,E
43642,2021-12-01,Erişte,390,tahıl ve ürünleri,Yurt içi,M,E
43643,2021-12-01,Makarna,390,tahıl ve ürünleri,Yurt içi,M,E
43644,2021-12-01,Mısır,351,tahıl ve ürünleri,Yurt içi,M,E
43645,2021-12-01,Mısır unu,353,tahıl ve ürünleri,Yurt içi,M,E
43646,2021-12-01,Nişasta,353,tahıl ve ürünleri,Yurt içi,M,E
43647,2021-12-01,Pilav,368,tahıl ve ürünleri,Yurt içi,M,E
43648,2021-12-01,Pirinç unu,353,tahıl ve ürünleri,Yurt içi,M,E
43649,2021-12-01,Şehriye,390,tahıl ve ürünleri,Yurt içi,M,E
43650,2021-12-01,Tarhana,329,tahıl ve ürünleri,Yurt içi,M,E
43651,2021-12-01,Yulaf unu,402,tahıl ve ürünleri,Yurt içi,M,E
43652,2021-12-01,yumurta,100,süt ürünleri ve kahvaltılık,Yurt içi,M,E
43653,2021-12-01,beyaz peynir,150,süt ürünleri ve kahvaltılık,Yurt içi,M,E
43654,2021-12-01,Kaşar peyniri,170,süt ürünleri ve kahvaltılık,Yurt içi,M,E
43655,2021-12-01,krema,200,süt ürünleri ve kahvaltılık,Yurt içi,M,E
43656,2021-12-01,yoğurt,90,süt ürünleri ve kahvaltılık,Yurt içi,M,E
43657,2021-12-01,sucuk,125,süt ürünleri ve kahvaltılık,Yurt içi,M,E
43658,2021-12-01,salam,125,süt ürünleri ve kahvaltılık,Yurt içi,M,E
43659,2021-12-01,sosis,120,süt ürünleri ve kahvaltılık,Yurt içi,M,E
43660,2021-12-01,tam buğday ekmek,250,süt ürünleri ve kahvaltılık,Yurt içi,M,E
43661,2021-12-01,kaymak,350,süt ürünleri ve kahvaltılık,Yurt içi,M,E
43662,2021-12-01,bal,400,süt ürünleri ve kahvaltılık,Yurt içi,M,E
43663,2021-12-01,tereyağ,375,süt ürünleri ve kahvaltılık,Yurt içi,M,E
43664,2021-12-01,Armut,57,meyve,Yurt içi,M,E
43665,2021-12-01,Çilek,39,meyve,Yurt içi,M,E
43666,2021-12-01,Elma,52,meyve,Yurt içi,M,E
43667,2021-12-01,Erik türleri,60,meyve,Yurt içi,M,E
43668,2021-12-01,İncir,80,meyve,Yurt içi,M,E
43669,2021-12-01,Karadut,93,meyve,Yurt içi,M,E
43670,2021-12-01,Karpuz,24,meyve,Yurt içi,M,E
43671,2021-12-01,Kavun,28,meyve,Yurt içi,M,E
43672,2021-12-01,Kayısı,54,meyve,Yurt içi,M,E
43673,2021-12-01,Kiraz,79,meyve,Yurt içi,M,E
43674,2021-12-01,Limon,17,meyve,Yurt içi,M,E
43675,2021-12-01,Mandalina,36,meyve,Yurt içi,M,E
43676,2021-12-01,Muz,90,meyve,Yurt içi,M,E
43677,2021-12-01,Nar,77,meyve,Yurt içi,M,E
43678,2021-12-01,Portakal,41,meyve,Yurt içi,M,E
43679,2021-12-01,Şeftali,49,meyve,Yurt içi,M,E
43680,2021-12-01,Üzüm,74,meyve,Yurt içi,M,E
43681,2021-12-01,Vişne,57,meyve,Yurt içi,M,E
43682,2021-12-01,fındık,110,kuruyemiş,Yurt içi,M,E
43683,2021-12-01,fıstık,115,kuruyemiş,Yurt içi,M,E
43684,2021-12-01,kaju,100,kuruyemiş,Yurt içi,M,E
43685,2021-12-01,badem,110,kuruyemiş,Yurt içi,M,E
43686,2021-12-01,ceviz,120,kuruyemiş,Yurt içi,M,E
43687,2021-12-01,kıyma,120,et,Yurt dışı,M,E
43688,2021-12-01,tavuk,103,et,Yurt dışı,M,E
43689,2021-12-01,hindi,160,et,Yurt dışı,M,E
43690,2021-12-01,Bakla-kuru,354,sebze ve bakliyat,Yurt dışı,M,E
43691,2021-12-01,Bakla-taze,72,sebze ve bakliyat,Yurt dışı,M,E
43692,2021-12-01,Bamya,42,sebze ve bakliyat,Yurt dışı,M,E
43693,2021-12-01,Barbunya-kuru,346,sebze ve bakliyat,Yurt dışı,M,E
43694,2021-12-01,Bezelye-taze,47,sebze ve bakliyat,Yurt dışı,M,E
43695,2021-12-01,Biber-yeşil,25,sebze ve bakliyat,Yurt dışı,M,E
43696,2021-12-01,Brüksel laha.,47,sebze ve bakliyat,Yurt dışı,M,E
43697,2021-12-01,Domates,25,sebze ve bakliyat,Yurt dışı,M,E
43698,2021-12-01,Enginar,63,sebze ve bakliyat,Yurt dışı,M,E
43699,2021-12-01,Fasulye-kuru,333,sebze ve bakliyat,Yurt dışı,M,E
43700,2021-12-01,Fasulye-taze,35,sebze ve bakliyat,Yurt dışı,M,E
43701,2021-12-01,Havuç,42,sebze ve bakliyat,Yurt dışı,M,E
43702,2021-12-01,Salatalık,8,sebze ve bakliyat,Yurt dışı,M,E
43703,2021-12-01,Ispanak,25,sebze ve bakliyat,Yurt dışı,M,E
43704,2021-12-01,Kabak,19,sebze ve bakliyat,Yurt dışı,M,E
43705,2021-12-01,Karnabahar,25,sebze ve bakliyat,Yurt dışı,M,E
43706,2021-12-01,Kereviz-baş,38,sebze ve bakliyat,Yurt dışı,M,E
43707,2021-12-01,Kırmızı-pancar,42,sebze ve bakliyat,Yurt dışı,M,E
43708,2021-12-01,Lahana,24,sebze ve bakliyat,Yurt dışı,M,E
43709,2021-12-01,Mantar,16,sebze ve bakliyat,Yurt dışı,M,E
43710,2021-12-01,Marul,15,sebze ve bakliyat,Yurt dışı,M,E
43711,2021-12-01,Mercimek-kuru,351,sebze ve bakliyat,Yurt dışı,M,E
43712,2021-12-01,Nohut,376,sebze ve bakliyat,Yurt dışı,M,E
43713,2021-12-01,Pancar,42,sebze ve bakliyat,Yurt dışı,M,E
43714,2021-12-01,Patates,83,sebze ve bakliyat,Yurt dışı,M,E
43715,2021-12-01,Patlıcan,24,sebze ve bakliyat,Yurt dışı,M,E
43716,2021-12-01,Pazı,27,sebze ve bakliyat,Yurt dışı,M,E
43717,2021-12-01,Pırasa,52,sebze ve bakliyat,Yurt dışı,M,E
43718,2021-12-01,Semizotu,32,sebze ve bakliyat,Yurt dışı,M,E
43719,2021-12-01,Buğday ekmeği,247,tahıl ve ürünleri,Yurt dışı,M,E
43720,2021-12-01,Bulgur,350,tahıl ve ürünleri,Yurt dışı,M,E
43721,2021-12-01,Erişte,390,tahıl ve ürünleri,Yurt dışı,M,E
43722,2021-12-01,Makarna,390,tahıl ve ürünleri,Yurt dışı,M,E
43723,2021-12-01,Mısır,351,tahıl ve ürünleri,Yurt dışı,M,E
43724,2021-12-01,Mısır unu,353,tahıl ve ürünleri,Yurt dışı,M,E
43725,2021-12-01,Nişasta,353,tahıl ve ürünleri,Yurt dışı,M,E
43726,2021-12-01,Pilav,368,tahıl ve ürünleri,Yurt dışı,M,E
43727,2021-12-01,Pirinç unu,353,tahıl ve ürünleri,Yurt dışı,M,E
